,Name,Year,Age,Team,League,Position,G,GS,MPG,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Age,Team,Lg,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
302,Kevin Garnett,2013,36,BOS,NBA,C,68,68,29.7,6.2,12.5,.496,0.0,0.2,.125,6.2,12.3,.504,.498,2.3,3.0,.786,1.1,6.7,7.8,2.3,1.1,0.9,1.6,2.3,14.8,MVP-12,36,BOS,NBA,C,68,68,2022,19.2,.535,.019,.236,4.5,25.8,15.5,14.4,2.0,2.4,10.5,24.5,1.8,3.8,5.6,.133,0.9,1.7,2.6,2.3,MVP-12
303,Kyrie Irving,2013,20,CLE,NBA,PG,59,59,34.7,8.2,18.1,.452,1.8,4.7,.391,6.4,13.4,.474,.503,4.2,4.9,.855,0.6,3.1,3.7,5.9,1.5,0.4,3.2,2.5,22.5,AS,20,CLE,NBA,PG,59,59,2048,21.4,.553,.261,.271,1.8,10.8,6.1,32.7,2.3,0.8,13.8,30.2,4.2,1.1,5.3,.125,4.3,-0.7,3.7,3.0,AS
304,Paul George,2013,22,IND,NBA,SF,79,79,37.6,6.2,14.9,.419,2.2,5.9,.362,4.1,8.9,.457,.491,2.8,3.5,.807,1.1,6.5,7.6,4.1,1.8,0.6,2.9,2.9,17.4,DPOY-8,22,IND,NBA,SF,79,79,2972,16.8,.531,.399,.233,3.4,19.0,11.3,19.6,2.6,1.3,15.2,23.5,2.7,6.3,9.0,.145,1.5,2.3,3.8,4.4,DPOY-8
305,Luol Deng,2013,27,CHI,NBA,SF,75,75,38.7,6.2,14.6,.426,1.0,3.1,.322,5.2,11.5,.455,.461,3.1,3.8,.816,2.2,4.2,6.3,3.0,1.1,0.4,1.9,1.4,16.5,DPOY-15,27,CHI,NBA,SF,75,75,2903,15.1,.508,.213,.258,6.3,12.6,9.4,13.2,1.5,0.8,10.6,21.5,3.0,3.3,6.3,.105,1.0,-0.3,0.8,2.0,DPOY-15
306,Tyson Chandler,2013,30,NYK,NBA,C,66,66,32.8,3.9,6.1,.638,0.0,0.0,None,3.9,6.1,.638,.638,2.7,3.9,.694,4.1,6.6,10.7,0.9,0.6,1.1,1.3,2.8,10.4,DPOY-13,30,NYK,NBA,C,66,66,2164,18.9,.671,.000,.645,14.1,24.3,19.0,4.5,1.0,3.0,14.5,13.0,6.7,2.6,9.3,.207,1.5,-0.3,1.3,1.8,DPOY-13
307,Joakim Noah,2013,27,CHI,NBA,C,66,64,36.8,4.6,9.5,.481,0.0,0.1,.000,4.6,9.5,.485,.481,2.7,3.6,.751,3.9,7.2,11.1,4.0,1.2,2.1,2.7,2.8,11.9,MVP-12,27,CHI,NBA,C,66,64,2426,18.1,.534,.008,.376,12.2,22.6,17.3,17.6,1.7,4.4,19.3,17.2,2.7,4.7,7.3,.145,0.6,2.7,3.4,3.3,MVP-12
308,Jrue Holiday,2013,22,PHI,NBA,PG,78,78,37.5,7.1,16.5,.431,1.2,3.2,.368,5.9,13.3,.446,.466,2.3,3.1,.752,1.1,3.1,4.2,8.0,1.6,0.4,3.7,2.2,17.7,AS,22,PHI,NBA,PG,78,78,2926,16.7,.496,.192,.188,3.3,9.5,6.4,36.5,2.2,0.9,17.3,26.6,0.6,2.7,3.3,.055,1.2,-0.7,0.5,1.9,AS
309,Brook Lopez,2013,24,BRK,NBA,C,74,74,30.4,7.7,14.8,.521,0.0,0.0,.000,7.7,14.8,.522,.521,4.0,5.3,.758,2.8,4.1,6.9,0.9,0.4,2.1,1.8,2.1,19.4,AS,24,BRK,NBA,C,74,74,2253,24.7,.567,.001,.358,10.8,16.1,13.4,6.4,0.8,5.2,9.4,28.6,6.4,2.6,9.0,.191,3.4,-0.2,3.2,3.0,AS
310,Kevin Durant,2012,23,OKC,NBA,SF,66,66,38.6,9.7,19.7,.496,2.0,5.2,.387,7.7,14.4,.535,.547,6.5,7.6,.860,0.6,7.4,8.0,3.5,1.3,1.2,3.8,2.0,28.0,MVP-2,23,OKC,NBA,SF,66,66,2546,26.2,.610,.265,.386,1.9,20.4,11.8,17.5,1.8,2.2,14.0,31.3,8.5,3.7,12.2,.230,6.2,0.8,7.0,5.8,MVP-2
311,Kobe Bryant,2012,33,LAL,NBA,SG,58,58,38.5,9.9,23.0,.430,1.5,4.9,.303,8.4,18.1,.464,.462,6.6,7.8,.845,1.1,4.3,5.4,4.6,1.2,0.3,3.5,1.8,27.9,MVP-4,33,LAL,NBA,SG,58,58,2232,21.9,.527,.215,.338,3.5,11.8,7.8,23.7,1.6,0.6,11.7,35.7,4.2,2.0,6.2,.132,4.2,-0.9,3.3,2.9,MVP-4
312,Blake Griffin,2012,22,LAC,NBA,PF,66,66,36.2,8.5,15.5,.549,0.0,0.2,.125,8.5,15.2,.556,.550,3.7,7.1,.521,3.3,7.6,10.9,3.2,0.8,0.7,2.3,3.3,20.7,AS,22,LAC,NBA,PF,66,66,2392,23.4,.557,.016,.458,10.7,25.1,17.8,16.6,1.2,1.7,10.9,26.6,6.6,2.6,9.2,.185,3.9,-0.2,3.7,3.4,AS
313,Chris Paul,2012,26,LAC,NBA,PG,60,60,36.4,7.1,14.8,.478,1.3,3.6,.371,5.8,11.3,.511,.522,4.3,5.0,.861,0.7,2.9,3.6,9.1,2.5,0.1,2.1,2.3,19.8,MVP-3,26,LAC,NBA,PG,60,60,2181,27.0,.581,.239,.339,2.3,9.4,5.8,43.8,3.8,0.2,10.8,24.3,10.4,2.3,12.7,.278,6.7,2.4,9.2,6.1,MVP-3
314,Andrew Bynum,2012,24,LAL,NBA,C,60,60,35.2,7.4,13.3,.558,0.0,0.1,.200,7.4,13.2,.560,.558,3.9,5.6,.692,3.2,8.6,11.8,1.4,0.5,1.9,2.5,1.7,18.7,AS,24,LAL,NBA,C,60,60,2112,22.9,.594,.006,.425,10.6,26.1,18.7,7.4,0.7,4.0,13.9,23.8,4.8,3.3,8.0,.183,2.7,0.2,2.9,2.6,AS
315,Russell Westbrook,2012,23,OKC,NBA,PG,66,66,35.3,8.8,19.2,.457,0.9,3.0,.316,7.8,16.2,.482,.481,5.2,6.3,.823,1.5,3.1,4.6,5.5,1.7,0.3,3.6,2.2,23.6,MVP-12,23,OKC,NBA,PG,66,66,2331,22.9,.538,.155,.326,5.0,9.4,7.4,29.8,2.5,0.7,14.2,32.7,5.5,2.4,7.9,.163,3.7,-0.7,3.0,3.0,MVP-12
316,Kevin Love,2012,23,MIN,NBA,PF,55,55,39.0,8.6,19.3,.448,1.9,5.1,.372,6.7,14.1,.475,.497,6.9,8.4,.824,4.1,9.2,13.3,2.0,0.9,0.5,2.3,2.8,26.0,MVP-6,23,MIN,NBA,PF,55,55,2145,25.4,.568,.266,.434,11.6,26.4,19.0,10.0,1.1,0.9,9.2,28.8,7.6,2.3,10.0,.223,6.1,-0.9,5.2,3.9,MVP-6
317,Dirk Nowitzki,2012,33,DAL,NBA,PF,62,62,33.5,7.6,16.7,.457,1.3,3.4,.368,6.4,13.3,.481,.495,5.1,5.7,.896,0.7,6.0,6.7,2.2,0.7,0.5,1.9,2.1,21.6,MVP-12,33,DAL,NBA,PF,62,62,2079,21.7,.564,.205,.343,2.5,19.9,11.3,12.6,1.1,1.2,9.0,29.2,5.0,2.6,7.6,.175,3.7,0.1,3.7,3.0,MVP-12
318,Marc Gasol,2012,27,MEM,NBA,C,65,65,36.5,5.5,11.4,.482,0.0,0.2,.083,5.5,11.2,.489,.483,3.6,4.9,.748,1.8,7.1,8.9,3.1,1.0,1.9,1.9,3.1,14.6,DPOY-12,27,MEM,NBA,C,65,65,2370,18.4,.541,.016,.428,5.8,23.1,14.3,14.1,1.4,4.1,12.1,19.1,4.2,4.0,8.2,.166,1.0,2.1,3.1,3.1,DPOY-12
319,Tony Parker,2012,29,SAS,NBA,PG,60,60,32.1,7.1,14.8,.480,0.2,1.0,.230,6.9,13.8,.498,.488,3.8,4.7,.799,0.4,2.5,2.9,7.7,1.0,0.1,2.6,1.3,18.3,MVP-5,29,SAS,NBA,PG,60,60,1923,22.0,.539,.069,.319,1.3,8.7,5.1,40.3,1.5,0.2,13.1,27.7,5.5,1.6,7.1,.177,3.6,-0.9,2.7,2.3,MVP-5
320,LaMarcus Aldridge,2012,26,POR,NBA,PF,55,55,36.3,8.8,17.1,.512,0.0,0.2,.182,8.7,16.9,.516,.513,4.1,5.0,.814,2.7,5.3,8.0,2.4,0.9,0.8,2.0,2.8,21.7,AS,26,POR,NBA,PF,55,55,1994,22.7,.560,.012,.291,8.6,17.5,12.9,13.2,1.3,1.7,9.5,27.0,5.4,1.6,7.0,.169,3.4,-0.4,3.0,2.5,AS
321,Steve Nash,2012,37,PHO,NBA,PG,62,62,31.6,4.8,9.0,.532,0.9,2.3,.390,3.9,6.7,.580,.581,2.0,2.3,.894,0.4,2.6,3.0,10.7,0.6,0.1,3.7,0.9,12.5,MVP-9,37,PHO,NBA,PG,62,62,1961,20.3,.625,.254,.256,1.5,9.1,5.3,53.1,1.0,0.3,27.1,19.6,5.2,0.6,5.9,.144,4.7,-1.2,3.4,2.7,MVP-9
322,Dwyane Wade,2012,30,MIA,NBA,SG,49,49,33.2,8.5,17.1,.497,0.3,1.1,.268,8.2,15.9,.513,.506,4.8,6.1,.791,1.5,3.3,4.8,4.6,1.7,1.3,2.6,2.2,22.1,MVP-10,30,MIA,NBA,SG,49,49,1625,26.3,.559,.067,.355,5.6,11.6,8.7,27.3,2.7,3.1,11.8,31.3,4.8,2.9,7.7,.227,6.0,1.9,7.9,4.0,MVP-10
323,LeBron James,2012,27,MIA,NBA,SF,62,62,37.5,10.0,18.9,.531,0.9,2.4,.362,9.1,16.5,.556,.554,6.2,8.1,.771,1.5,6.4,7.9,6.2,1.9,0.8,3.4,1.5,27.1,MVP-1,27,MIA,NBA,SF,62,62,2326,30.7,.605,.127,.429,5.0,19.7,12.6,33.6,2.6,1.7,13.3,32.0,10.0,4.5,14.5,.298,8.2,2.7,10.9,7.6,MVP-1
324,Dwight Howard,2012,26,ORL,NBA,C,54,54,38.3,7.7,13.4,.573,0.0,0.1,.000,7.7,13.3,.579,.573,5.2,10.6,.491,3.7,10.8,14.5,1.9,1.5,2.1,3.2,2.9,20.6,MVP-7,26,ORL,NBA,C,54,54,2070,24.2,.569,.010,.788,11.0,33.1,21.9,9.8,2.1,4.4,15.2,26.1,3.3,4.4,7.7,.179,2.2,2.0,4.3,3.3,MVP-7
325,Carmelo Anthony,2012,27,NYK,NBA,SF,55,55,34.1,8.0,18.6,.430,1.2,3.7,.335,6.8,14.9,.454,.463,5.4,6.7,.804,1.6,4.7,6.3,3.6,1.1,0.4,2.6,2.8,22.6,AS,27,NYK,NBA,SF,55,55,1876,21.1,.525,.198,.358,5.4,15.9,10.6,21.0,1.7,1.0,10.8,31.8,3.7,2.6,6.2,.160,3.8,-0.2,3.6,2.7,AS
326,Derrick Rose,2012,23,CHI,NBA,PG,39,39,35.3,7.7,17.8,.435,1.4,4.4,.312,6.4,13.4,.475,.473,5.0,6.1,.812,0.7,2.7,3.4,7.9,0.9,0.7,3.1,1.3,21.8,MVP-11,23,CHI,NBA,PG,39,39,1375,23.0,.532,.249,.344,2.1,8.4,5.3,40.3,1.4,1.4,12.9,30.5,4.1,2.0,6.0,.211,6.1,0.3,6.4,2.9,MVP-11
327,Chris Bosh,2012,27,MIA,NBA,PF,57,57,35.2,6.9,14.2,.487,0.2,0.6,.286,6.7,13.5,.496,.493,4.0,4.9,.821,1.6,6.3,7.9,1.8,0.9,0.8,2.1,2.2,18.0,AS,27,MIA,NBA,PF,57,57,2007,18.9,.551,.043,.346,5.8,20.5,13.5,9.1,1.3,1.8,11.2,24.2,3.6,3.3,6.9,.165,1.0,-0.2,0.8,1.4,AS
328,Deron Williams,2012,27,NJN,NBA,PG,55,55,36.3,7.1,17.5,.407,2.1,6.2,.336,5.0,11.3,.446,.467,4.7,5.5,.843,0.4,2.9,3.3,8.7,1.2,0.4,4.0,2.2,21.0,AS,27,NJN,NBA,PG,55,55,1999,20.3,.527,.356,.317,1.3,9.6,5.3,46.6,1.8,0.8,16.7,30.1,3.7,0.4,4.1,.099,4.2,-1.9,2.3,2.2,AS
329,Rajon Rondo,2012,25,BOS,NBA,PG,53,53,36.9,4.8,10.8,.448,0.2,0.8,.238,4.6,10.0,.464,.456,2.0,3.4,.597,1.2,3.7,4.8,11.7,1.8,0.1,3.6,1.9,11.9,MVP-8,25,BOS,NBA,PG,53,53,1957,17.5,.483,.073,.316,3.9,11.2,7.7,52.5,2.6,0.1,22.8,20.7,1.5,3.4,4.9,.121,1.5,0.6,2.2,2.1,MVP-8
330,Andre Iguodala,2012,28,PHI,NBA,SF,62,62,35.6,4.6,10.2,.454,1.2,3.1,.394,3.4,7.1,.481,.514,2.0,3.2,.617,0.9,5.2,6.1,5.5,1.7,0.5,1.9,1.5,12.4,DPOY-7,28,PHI,NBA,SF,62,62,2209,17.6,.537,.305,.310,2.8,16.4,9.6,23.7,2.6,1.0,13.8,17.7,3.1,4.2,7.3,.158,1.5,2.5,4.0,3.3,DPOY-7
331,Paul Pierce,2012,34,BOS,NBA,SF,61,61,34.0,6.5,14.6,.443,1.6,4.5,.366,4.8,10.1,.476,.499,4.8,5.6,.852,0.6,4.6,5.2,4.5,1.1,0.4,2.8,2.4,19.4,AS,34,BOS,NBA,SF,61,61,2075,19.6,.567,.307,.387,2.2,15.2,9.0,24.3,1.8,1.0,14.2,28.1,3.3,3.7,7.0,.161,3.0,1.1,4.2,3.2,AS
332,Roy Hibbert,2012,25,IND,NBA,C,65,65,29.8,5.1,10.3,.497,0.0,0.0,.000,5.1,10.3,.498,.497,2.6,3.7,.711,3.3,5.5,8.8,1.7,0.5,2.0,2.0,3.0,12.8,AS,25,IND,NBA,C,65,65,1937,19.3,.539,.001,.358,12.5,20.7,16.6,9.9,0.9,5.2,14.2,21.1,3.2,3.0,6.2,.154,1.0,0.4,1.4,1.7,AS
333,Luol Deng,2012,26,CHI,NBA,SF,54,54,39.4,5.8,14.0,.412,1.5,4.0,.367,4.3,10.0,.430,.464,2.4,3.1,.770,1.4,5.1,6.5,2.9,1.0,0.7,1.8,1.5,15.3,DPOY-9,26,CHI,NBA,SF,54,54,2129,14.1,.500,.285,.219,4.1,14.0,9.2,11.7,1.4,1.2,10.4,19.8,2.3,3.6,5.8,.132,0.6,1.1,1.7,2.0,DPOY-9
334,Kevin Durant,2011,22,OKC,NBA,SF,78,78,38.9,9.1,19.7,.462,1.9,5.3,.350,7.3,14.4,.504,.509,7.6,8.7,.880,0.7,6.1,6.8,2.7,1.1,1.0,2.8,2.0,27.7,MVP-5,22,OKC,NBA,SF,78,78,3038,23.6,.589,.269,.439,2.3,17.7,10.3,13.2,1.5,1.8,10.6,30.6,8.6,3.3,12.0,.189,5.2,-0.3,4.9,5.3,MVP-5
335,Kobe Bryant,2011,32,LAL,NBA,SG,82,82,33.9,9.0,20.0,.451,1.4,4.3,.323,7.6,15.6,.487,.487,5.9,7.1,.828,1.0,4.1,5.1,4.7,1.2,0.1,3.0,2.1,25.3,MVP-4,32,LAL,NBA,SG,82,82,2779,23.9,.548,.217,.356,3.5,13.3,8.5,26.7,1.9,0.3,11.4,35.1,6.8,3.5,10.3,.178,5.4,-0.2,5.2,5.0,MVP-4
336,Chris Paul,2011,25,NOH,NBA,PG,80,80,36.0,5.4,11.6,.463,0.9,2.3,.388,4.5,9.3,.482,.502,4.2,4.8,.878,0.5,3.6,4.1,9.8,2.4,0.1,2.2,2.5,15.9,MVP-13,25,NOH,NBA,PG,80,80,2880,23.7,.578,.197,.414,1.6,12.3,6.9,45.8,3.5,0.1,13.9,21.1,9.5,4.4,13.9,.232,4.4,2.8,7.1,6.7,MVP-13
337,Carmelo Anthony,2011,26,2TM,NBA,SF,77,77,35.7,8.9,19.5,.455,1.2,3.3,.378,7.6,16.3,.470,.487,6.6,7.9,.838,1.5,5.8,7.3,2.9,0.9,0.6,2.7,2.9,25.6,AS,26,2TM,NBA,SF,77,77,2751,21.7,.557,.167,.403,5.0,18.3,11.8,14.7,1.2,1.3,10.4,32.0,5.4,2.5,7.9,.138,3.2,-1.2,1.9,2.7,AS
338,Tim Duncan,2011,34,SAS,NBA,C,76,76,28.4,5.5,11.0,.500,0.0,0.1,.000,5.5,11.0,.502,.500,2.4,3.4,.716,2.2,6.7,8.9,2.7,0.7,1.9,1.6,1.6,13.4,DPOY-17,34,SAS,NBA,C,76,76,2156,21.9,.537,.005,.307,9.3,26.8,18.3,15.7,1.2,4.8,11.4,22.9,3.7,4.0,7.7,.171,2.2,2.2,4.4,3.5,DPOY-17
339,Pau Gasol,2011,30,LAL,NBA,C,82,82,37.0,7.2,13.7,.529,0.0,0.0,.333,7.2,13.6,.530,.530,4.3,5.2,.823,3.3,6.9,10.2,3.3,0.6,1.6,1.7,2.5,18.8,AS,30,LAL,NBA,C,82,82,3037,23.3,.589,.003,.384,10.3,20.5,15.6,15.1,0.8,3.3,9.8,21.8,10.0,4.7,14.7,.232,3.9,0.9,4.8,5.2,AS
340,Manu Ginóbili,2011,33,SAS,NBA,SG,80,79,30.3,5.5,12.7,.433,1.9,5.5,.349,3.6,7.2,.497,.509,4.5,5.1,.871,0.5,3.2,3.7,4.9,1.5,0.4,2.2,2.0,17.4,MVP-8,33,SAS,NBA,SG,80,79,2426,21.7,.581,.433,.403,2.1,11.8,7.1,26.4,2.6,0.8,12.7,26.0,6.6,3.2,9.9,.195,4.1,1.3,5.4,4.5,MVP-8
341,Deron Williams,2011,26,2TM,NBA,PG,65,65,37.9,6.6,15.0,.439,1.6,4.9,.331,5.0,10.1,.491,.493,5.4,6.3,.845,0.6,3.4,4.0,10.3,1.2,0.2,3.5,2.9,20.1,AS,26,2TM,NBA,PG,65,65,2465,21.1,.566,.325,.423,1.9,10.9,6.3,45.9,1.7,0.5,16.6,25.8,6.2,1.1,7.3,.142,4.3,-1.3,3.0,3.1,AS
342,Blake Griffin,2011,21,LAC,NBA,PF,82,82,38.0,8.5,16.8,.506,0.1,0.3,.292,8.4,16.5,.510,.508,5.4,8.5,.642,3.3,8.8,12.1,3.8,0.8,0.5,2.7,3.1,22.5,MVP-10,21,LAC,NBA,PF,82,82,3112,21.9,.549,.017,.505,10.2,26.9,18.6,18.7,1.0,1.1,11.7,27.3,6.5,3.4,9.8,.152,3.0,-0.3,2.6,3.6,MVP-10
343,Dirk Nowitzki,2011,32,DAL,NBA,PF,73,73,34.3,8.4,16.2,.517,0.9,2.3,.393,7.5,13.8,.538,.545,5.4,6.1,.892,0.7,6.3,7.0,2.6,0.5,0.6,1.9,2.4,23.0,MVP-6,32,DAL,NBA,PF,73,73,2504,23.4,.612,.142,.376,2.4,20.8,12.0,14.2,0.8,1.4,9.1,28.2,7.8,3.3,11.1,.213,4.3,0.8,5.1,4.5,MVP-6
344,Russell Westbrook,2011,22,OKC,NBA,PG,82,82,34.7,7.5,17.0,.442,0.4,1.3,.330,7.1,15.7,.451,.454,6.5,7.7,.842,1.5,3.1,4.6,8.2,1.9,0.4,3.9,2.5,21.9,AS,22,OKC,NBA,PG,82,82,2847,23.6,.538,.074,.454,5.2,10.3,7.8,42.7,2.8,0.8,15.9,31.6,6.3,3.1,9.4,.159,4.3,-0.1,4.2,4.4,AS
345,Kevin Love,2011,22,MIN,NBA,PF,73,73,35.8,6.6,14.1,.470,1.2,2.9,.417,5.4,11.2,.483,.513,5.8,6.8,.850,4.5,10.7,15.2,2.5,0.6,0.4,2.1,2.0,20.2,MIP-1,22,MIN,NBA,PF,73,73,2611,24.3,.593,.206,.486,13.7,34.2,23.6,11.8,0.9,0.8,11.1,22.9,8.9,2.5,11.4,.210,5.7,-1.3,4.4,4.2,MIP-1
346,LeBron James,2011,26,MIA,NBA,SF,79,79,38.8,9.6,18.8,.510,1.2,3.5,.330,8.4,15.3,.552,.541,6.4,8.4,.759,1.0,6.5,7.5,7.0,1.6,0.6,3.6,2.1,26.7,MVP-3,26,MIA,NBA,SF,79,79,3063,27.3,.594,.188,.446,3.3,18.7,11.4,34.9,2.1,1.3,13.8,31.5,10.3,5.3,15.6,.244,6.3,1.8,8.1,7.8,MVP-3
347,Derrick Rose,2011,22,CHI,NBA,PG,81,81,37.4,8.8,19.7,.445,1.6,4.8,.332,7.2,15.0,.481,.485,5.9,6.9,.858,1.0,3.1,4.1,7.7,1.0,0.6,3.4,1.7,25.0,MVP-1,22,CHI,NBA,PG,81,81,3026,23.5,.550,.241,.348,3.2,9.4,6.4,38.7,1.5,1.3,13.1,32.2,8.3,4.8,13.1,.208,6.3,0.5,6.8,6.7,MVP-1
348,Amar'e Stoudemire,2011,28,NYK,NBA,C,78,78,36.8,9.5,19.0,.502,0.1,0.3,.435,9.4,18.7,.503,.505,6.1,7.7,.792,2.5,5.6,8.2,2.6,0.9,1.9,3.2,3.5,25.3,MVP-9,28,NYK,NBA,C,78,78,2870,22.7,.565,.016,.403,7.8,17.6,12.7,13.2,1.2,3.8,12.5,30.9,5.4,2.6,8.0,.134,2.0,-0.6,1.4,2.4,MVP-9
349,Dwight Howard,2011,25,ORL,NBA,C,78,78,37.6,7.9,13.4,.593,0.0,0.1,.000,7.9,13.3,.597,.593,7.0,11.7,.596,4.0,10.1,14.1,1.4,1.4,2.4,3.6,3.3,22.9,MVP-2,25,ORL,NBA,C,78,78,2935,26.1,.616,.007,.877,12.6,30.6,21.8,6.8,1.9,4.9,16.2,27.2,6.7,7.7,14.4,.235,2.9,2.4,5.3,5.4,MVP-2
350,Dwyane Wade,2011,29,MIA,NBA,SG,76,76,37.1,9.1,18.2,.500,0.8,2.7,.306,8.3,15.5,.534,.523,6.5,8.6,.758,1.6,4.8,6.4,4.6,1.5,1.1,3.1,2.6,25.5,MVP-7,29,MIA,NBA,SG,76,76,2823,25.6,.581,.149,.471,5.5,14.4,10.2,23.5,2.1,2.4,12.4,31.6,8.1,4.7,12.8,.218,5.5,1.1,6.6,6.1,MVP-7
351,Chris Bosh,2011,26,MIA,NBA,PF,77,77,36.3,6.8,13.7,.496,0.1,0.3,.240,6.7,13.4,.502,.499,5.0,6.1,.815,1.8,6.5,8.3,1.9,0.8,0.6,1.8,2.2,18.7,AS,26,MIA,NBA,PF,77,77,2795,19.4,.569,.024,.446,6.4,20.0,13.6,8.9,1.1,1.4,9.8,23.5,6.1,4.3,10.3,.177,1.4,-0.2,1.3,2.3,AS
352,Rajon Rondo,2011,24,BOS,NBA,PG,68,68,37.2,4.7,9.9,.475,0.1,0.6,.233,4.5,9.2,.491,.482,1.1,1.9,.568,1.3,3.1,4.4,11.2,2.3,0.2,3.4,1.8,10.6,MVP-10,24,BOS,NBA,PG,68,68,2527,17.1,.495,.064,.197,4.5,9.7,7.2,47.1,3.2,0.3,24.3,18.3,1.8,4.8,6.6,.126,1.6,1.4,3.1,3.2,MVP-10
353,Joe Johnson,2011,29,ATL,NBA,SG,72,72,35.5,7.1,16.1,.443,1.2,4.2,.297,5.9,12.0,.494,.481,2.7,3.4,.802,0.8,3.2,4.0,4.7,0.7,0.1,2.0,1.8,18.2,AS,29,ATL,NBA,SG,72,72,2554,16.4,.517,.258,.209,2.8,10.9,6.9,24.0,1.0,0.2,10.3,26.3,2.5,1.8,4.2,.080,1.2,-1.5,-0.3,1.1,AS
354,Ray Allen,2011,35,BOS,NBA,SG,80,80,36.1,6.0,12.2,.491,2.1,4.7,.444,3.9,7.5,.520,.577,2.4,2.7,.881,0.6,2.8,3.4,2.7,1.0,0.2,1.5,1.8,16.5,AS,35,BOS,NBA,SG,80,80,2890,16.4,.615,.387,.224,2.3,9.0,5.8,12.7,1.4,0.4,9.8,19.8,5.8,4.2,10.0,.166,2.3,0.6,2.9,3.6,AS
355,Paul Pierce,2011,33,BOS,NBA,SF,80,80,34.7,6.3,12.8,.497,1.4,3.7,.374,5.0,9.1,.547,.551,4.8,5.6,.860,0.4,5.0,5.4,3.3,1.0,0.6,2.1,2.9,18.9,AS,33,BOS,NBA,SF,80,80,2774,19.7,.620,.291,.440,1.6,16.6,9.5,16.1,1.5,1.4,12.3,24.0,6.5,5.1,11.6,.201,3.0,1.6,4.6,4.6,AS
356,Al Horford,2011,24,ATL,NBA,C,77,77,35.1,6.7,12.0,.557,0.0,0.1,.500,6.6,11.9,.557,.558,1.9,2.4,.798,2.4,7.0,9.3,3.5,0.8,1.0,1.5,2.5,15.3,AS,24,ATL,NBA,C,77,77,2704,20.7,.587,.004,.204,8.2,23.7,16.0,17.5,1.2,2.3,10.6,19.7,6.4,3.7,10.1,.179,2.5,1.1,3.6,3.9,AS
357,Kevin Garnett,2011,34,BOS,NBA,PF,71,71,31.3,6.1,11.6,.528,0.0,0.1,.200,6.1,11.5,.530,.529,2.6,3.1,.862,1.2,7.7,8.9,2.4,1.3,0.8,1.6,2.1,14.9,DPOY-2,34,BOS,NBA,PF,71,71,2220,20.6,.575,.006,.264,4.9,28.7,17.5,13.5,2.3,2.0,11.1,22.3,3.4,5.6,9.0,.194,1.8,2.9,4.7,3.8,DPOY-2
358,LeBron James,2010,25,CLE,NBA,SF,76,76,39.0,10.1,20.1,.503,1.7,5.1,.333,8.4,15.0,.560,.545,7.8,10.2,.767,0.9,6.4,7.3,8.6,1.6,1.0,3.4,1.6,29.7,MVP-1,25,CLE,NBA,SF,76,76,2966,31.1,.604,.253,.506,3.0,18.5,11.1,41.8,2.2,2.0,12.3,33.5,13.3,5.2,18.5,.299,9.1,2.8,11.8,10.3,MVP-1
359,Dwyane Wade,2010,28,MIA,NBA,SG,77,77,36.3,9.3,19.6,.476,0.9,3.2,.300,8.4,16.5,.509,.500,6.9,9.1,.761,1.4,3.5,4.8,6.5,1.8,1.1,3.3,2.4,26.6,MVP-5,28,MIA,NBA,SG,77,77,2792,28.0,.562,.161,.465,4.5,11.1,7.8,36.4,2.7,2.4,12.2,34.9,8.5,4.6,13.0,.224,7.1,2.1,9.2,7.9,MVP-5
360,Dwight Howard,2010,24,ORL,NBA,C,82,82,34.7,6.2,10.2,.612,0.0,0.1,.000,6.2,10.1,.617,.612,5.9,10.0,.592,3.5,9.7,13.2,1.8,0.9,2.8,3.3,3.5,18.3,MVP-4,24,ORL,NBA,C,82,82,2843,24.0,.630,.008,.978,12.0,31.3,22.0,8.7,1.4,6.0,18.7,23.9,6.1,7.1,13.2,.223,1.6,2.8,4.4,4.6,MVP-4
361,Joe Johnson,2010,28,ATL,NBA,SG,76,76,38.0,8.4,18.2,.458,1.7,4.6,.369,6.7,13.6,.488,.505,2.9,3.5,.818,1.0,3.7,4.6,4.9,1.1,0.1,1.9,1.9,21.3,MVP-12,28,ATL,NBA,SG,76,76,2886,19.3,.538,.253,.194,3.0,11.4,7.1,22.0,1.5,0.1,8.8,26.3,6.0,2.4,8.4,.140,3.4,-0.7,2.7,3.4,MVP-12
362,Kevin Garnett,2010,33,BOS,NBA,PF,69,69,29.9,5.8,11.2,.521,0.0,0.1,.200,5.8,11.1,.523,.521,2.7,3.2,.837,1.1,6.2,7.3,2.7,1.0,0.8,1.5,2.5,14.3,AS,33,BOS,NBA,PF,69,69,2060,19.4,.569,.006,.286,4.8,24.8,15.1,15.7,1.7,2.2,10.4,22.1,3.6,3.8,7.3,.171,1.5,1.9,3.5,2.9,AS
